Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN,ECRS
01/01/2023,01:00,N,4.69,1.95,1.45,0.97,
01/01/2023,02:00,N,1.49,1.1,1.45,0.97,
01/01/2023,03:00,N,1.49,1.95,1.45,1,
01/01/2023,04:00,N,2.49,1.95,1.45,1,
01/01/2023,05:00,N,1.49,1.99,1.47,1,
01/01/2023,06:00,N,8.79,3.29,1.95,1,
01/01/2023,07:00,N,3.29,3.29,1.99,1.11,
01/01/2023,08:00,N,2.69,2.69,2,1.05,
01/01/2023,09:00,N,18.69,3,1.95,1.05,
01/01/2023,10:00,N,7.5,4.8,1.89,1.07,
01/01/2023,11:00,N,7.01,3.29,1.5,1.04,
01/01/2023,12:00,N,5.46,2.45,1.65,1.04,
01/01/2023,13:00,N,5.3,2.29,1.65,1.04,
01/01/2023,14:00,N,4.69,2.1,1.5,1.04,
01/01/2023,15:00,N,5.69,2.68,1.65,4.79,
01/01/2023,16:00,N,5.69,3.03,1.5,3.41,
01/01/2023,17:00,N,7.01,6.74,2,4.79,
01/01/2023,18:00,N,10.15,13.36,10.13,8.95,
01/01/2023,19:00,N,3.35,3.29,3.33,1.11,
01/01/2023,20:00,N,1.78,2.45,1.95,1.09,
01/01/2023,21:00,N,1.97,2.45,1.95,1.04,
01/01/2023,22:00,N,3.49,1,1.5,1.11,
01/01/2023,23:00,N,6.89,1.45,1.95,1.13,
01/01/2023,24:00,N,4.49,1.43,1.93,1.11,
01/02/2023,01:00,N,2.98,1.99,1.49,1.05,
01/02/2023,02:00,N,1.49,1.77,1.3,1.04,
01/02/2023,03:00,N,1.49,1.97,1.47,1.09,
01/02/2023,04:00,N,2.49,1.99,1.49,1.09,
01/02/2023,05:00,N,1.49,2.1,1.5,1.09,
01/02/2023,06:00,N,7.01,3.75,1.75,1.09,
01/02/2023,07:00,N,5.01,3.69,2,1.4,
01/02/2023,08:00,N,3.3,3.3,3,1.25,
01/02/2023,09:00,N,18.69,3,1.99,1.15,
01/02/2023,10:00,N,7.69,6.43,1.95,1.15,
01/02/2023,11:00,N,7.5,3.69,1.69,1.09,
01/02/2023,12:00,N,6.3,3.29,1.85,1.11,
01/02/2023,13:00,N,5.69,3.19,1.65,1.13,
01/02/2023,14:00,N,5.3,2.29,1.5,1.14,
01/02/2023,15:00,N,7,3.29,1.65,4.79,
01/02/2023,16:00,N,7.5,2.8,1.89,4.79,
01/02/2023,17:00,N,7.98,5.98,1.95,6.75,
01/02/2023,18:00,N,8.89,10.4,4.45,6.75,
01/02/2023,19:00,N,5.01,2.29,2,1.4,
01/02/2023,20:00,N,3.2,2.45,1.95,1.13,
01/02/2023,21:00,N,3.5,2.45,1.95,1.11,
01/02/2023,22:00,N,3.5,1.48,1.95,1.13,
01/02/2023,23:00,N,5.01,1,1.5,1.42,
01/02/2023,24:00,N,4.49,1,1.5,1.4,
01/03/2023,01:00,N,2.98,2,1.5,1.05,
01/03/2023,02:00,N,1.49,1.05,1.47,1.09,
01/03/2023,03:00,N,1.49,1.97,1.47,1.13,
01/03/2023,04:00,N,2.49,1.99,1.49,1.13,
01/03/2023,05:00,N,1.91,3.89,1.89,1.05,
01/03/2023,06:00,N,4.49,4.69,2.3,1.04,
01/03/2023,07:00,N,4.69,4.69,3.75,1.25,
01/03/2023,08:00,N,3.69,3.69,3.69,1.42,
01/03/2023,09:00,N,18.25,3,2,1.62,
01/03/2023,10:00,N,7.5,3.29,1.95,1.15,
01/03/2023,11:00,N,7.01,2.29,1.65,1.05,
01/03/2023,12:00,N,6.03,1.95,1.5,1.04,
01/03/2023,13:00,N,4.75,2.25,1.65,1.09,
01/03/2023,14:00,N,3.96,1.95,1.65,1.11,
01/03/2023,15:00,N,4.79,2.29,1.89,3,
01/03/2023,16:00,N,4.69,3.19,1.95,3.01,
01/03/2023,17:00,N,5.49,4.98,2,3,
01/03/2023,18:00,N,10.39,22.36,18.75,35.3,
01/03/2023,19:00,N,3.04,5.02,5.52,17.44,
01/03/2023,20:00,N,1.94,2.5,2,9.36,
01/03/2023,21:00,N,2.02,4,2,1.85,
01/03/2023,22:00,N,3.17,1.99,2,1.85,
01/03/2023,23:00,N,4.49,1.8,1.95,1.11,
01/03/2023,24:00,N,3.49,1,1.5,1.15,
01/04/2023,01:00,N,2.98,2,1.5,0.99,
01/04/2023,02:00,N,1.52,2,1.5,0.99,
01/04/2023,03:00,N,1.52,2,1.5,0.99,
01/04/2023,04:00,N,2.49,2,1.5,0.99,
01/04/2023,05:00,N,2.02,4,2,0.97,
01/04/2023,06:00,N,5.69,4.69,2.39,0.99,
01/04/2023,07:00,N,5.69,7.3,5.3,2.72,
01/04/2023,08:00,N,4.69,4.69,4.69,4.6,
01/04/2023,09:00,N,29.49,3.29,3,2.72,
01/04/2023,10:00,N,7.5,3.29,1.89,1.15,
01/04/2023,11:00,N,7.5,2.35,1.65,1.09,
01/04/2023,12:00,N,5.69,2.29,1.65,1.11,
01/04/2023,13:00,N,4.75,2.25,1.65,1.14,
01/04/2023,14:00,N,3.69,1.95,1.5,1.22,
01/04/2023,15:00,N,5,2.1,1.65,4.6,
01/04/2023,16:00,N,5.69,2.39,1.98,4.6,
01/04/2023,17:00,N,7.69,12.49,2.69,3.14,
01/04/2023,18:00,N,3.97,37.39,15.16,25.45,
01/04/2023,19:00,N,2.71,5,3.69,12.89,
01/04/2023,20:00,N,1.93,3.29,2.49,6.42,
01/04/2023,21:00,N,2.06,4.04,2,4.31,
01/04/2023,22:00,N,1.98,1.99,2,2.01,
01/04/2023,23:00,N,2.49,1.89,2.39,1.15,
01/04/2023,24:00,N,3.49,1.45,1.95,1.4,
01/05/2023,01:00,N,1.99,2.15,1.65,0.98,
01/05/2023,02:00,N,1.49,1.85,1.5,0.98,
01/05/2023,03:00,N,1.49,2,1.5,0.98,
01/05/2023,04:00,N,1.49,1.94,1.5,0.98,
01/05/2023,05:00,N,1.02,2.39,1.89,0.96,
01/05/2023,06:00,N,1.49,5.51,3,1.42,
01/05/2023,07:00,N,3.37,26.95,24.95,36.95,
01/05/2023,08:00,N,1.76,15.26,15.26,44.3,
01/05/2023,09:00,N,10.44,7.44,5.44,7.75,
01/05/2023,10:00,N,2.29,2.29,1.89,1.82,
01/05/2023,11:00,N,1.98,2.03,1.65,1,
01/05/2023,12:00,N,2.49,1.95,1.53,1.04,
01/05/2023,13:00,N,2.49,1.99,1.53,1.05,
01/05/2023,14:00,N,2.49,1.95,1.53,1.05,
01/05/2023,15:00,N,3.49,1.99,1.95,2.72,
01/05/2023,16:00,N,2.49,2.29,1.98,2.72,
01/05/2023,17:00,N,2.49,6.48,2.47,2.74,
01/05/2023,18:00,N,15.15,29.94,25.93,25.9,
01/05/2023,19:00,N,2.41,4.39,4.69,1.42,
01/05/2023,20:00,N,1.54,3.52,1.95,1.3,
01/05/2023,21:00,N,2.98,3.95,1.95,1.13,
01/05/2023,22:00,N,3.5,2,1.98,1.13,
01/05/2023,23:00,N,9.49,2.95,2,1.13,
01/05/2023,24:00,N,4.49,1.3,1.8,1.13,
01/06/2023,01:00,N,2.5,2,1.5,1.04,
01/06/2023,02:00,N,1.49,1.99,1.49,1.04,
01/06/2023,03:00,N,1.49,2,1.5,1.05,
01/06/2023,04:00,N,1.52,2,1.5,1.05,
01/06/2023,05:00,N,1.49,2.15,1.5,1.05,
01/06/2023,06:00,N,4.89,4.39,2,1.15,
01/06/2023,07:00,N,10,9.2,9.2,2,
01/06/2023,08:00,N,3.5,5.48,5.48,1.82,
01/06/2023,09:00,N,33,5,3,2.01,
01/06/2023,10:00,N,12.04,9.33,2,2,
01/06/2023,11:00,N,7.5,2.8,2,1.05,
01/06/2023,12:00,N,5.3,2.29,1.95,1.13,
01/06/2023,13:00,N,5.3,2.29,1.95,1.15,
01/06/2023,14:00,N,3.69,1.95,1.65,1.15,
01/06/2023,15:00,N,5.4,2.39,2,4.8,
01/06/2023,16:00,N,5.77,2.29,2,4.45,
01/06/2023,17:00,N,3.69,5.67,3,5,
01/06/2023,18:00,N,27.39,29.37,24.74,17.2,
01/06/2023,19:00,N,5,6.27,6.77,2.72,
01/06/2023,20:00,N,2.98,2.6,2,1.82,
01/06/2023,21:00,N,3.5,2.48,1.98,1.98,
01/06/2023,22:00,N,3.49,1.48,1.98,1.98,
01/06/2023,23:00,N,5.69,1.5,2,1.15,
01/06/2023,24:00,N,4.02,1.48,1.98,1.13,
01/07/2023,01:00,N,2.5,2,1.5,0.99,
01/07/2023,02:00,N,1.49,1.99,1.49,0.99,
01/07/2023,03:00,N,1.49,2,1.5,0.99,
01/07/2023,04:00,N,1.51,1.99,1.49,0.99,
01/07/2023,05:00,N,1.48,1.99,1.46,0.99,
01/07/2023,06:00,N,3.5,3.39,1.68,0.99,
01/07/2023,07:00,N,5,4.39,2.39,1.65,
01/07/2023,08:00,N,2.69,3,3,1.59,
01/07/2023,09:00,N,20.69,4,2,1.15,
01/07/2023,10:00,N,6.65,3.95,1.95,1.11,
01/07/2023,11:00,N,3.79,2.29,1.65,1.05,
01/07/2023,12:00,N,3.5,2.29,1.95,1.09,
01/07/2023,13:00,N,3.29,2.15,1.95,1.14,
01/07/2023,14:00,N,2.69,1.83,1.65,1.15,
01/07/2023,15:00,N,3.49,1.99,1.99,4.19,
01/07/2023,16:00,N,2.69,2.12,2,4.6,
01/07/2023,17:00,N,2.49,5.5,4.6,5,
01/07/2023,18:00,N,3.69,39.22,18.15,25.15,
01/07/2023,19:00,N,1.99,3.97,3.98,9.2,
01/07/2023,20:00,N,1.49,3.47,2,2.65,
01/07/2023,21:00,N,1.49,3.47,2,2,
01/07/2023,22:00,N,1.98,1.99,1.99,1.15,
01/07/2023,23:00,N,3.49,1.5,2,1.13,
01/07/2023,24:00,N,2.49,1.49,1.99,1.05,
01/08/2023,01:00,N,1.52,2,1.5,0.98,
01/08/2023,02:00,N,1.04,1.99,1.49,0.98,
01/08/2023,03:00,N,0.99,1.99,1.49,0.98,
01/08/2023,04:00,N,1.49,2,1.5,0.98,
01/08/2023,05:00,N,1.01,2.62,1.5,0.98,
01/08/2023,06:00,N,1.97,3.95,1.95,0.98,
01/08/2023,07:00,N,2.96,4.94,3.69,1.52,
01/08/2023,08:00,N,1.41,3.39,4.39,1.4,
01/08/2023,09:00,N,15.15,8.09,2.49,1.11,
01/08/2023,10:00,N,5.99,5.99,1.98,1.05,
01/08/2023,11:00,N,2.69,2.29,1.5,1.04,
01/08/2023,12:00,N,2.49,1.99,1.5,1.09,
01/08/2023,13:00,N,1.98,2.29,1.5,1.11,
01/08/2023,14:00,N,1.98,1.95,1.5,1.11,
01/08/2023,15:00,N,2.49,1.95,1.52,2.72,
01/08/2023,16:00,N,1.98,1.99,1.65,2.72,
01/08/2023,17:00,N,2.17,4.16,2.72,2.72,
01/08/2023,18:00,N,3.5,51.62,30.75,35.65,
01/08/2023,19:00,N,2.04,5.69,4.69,6.17,
01/08/2023,20:00,N,1.47,3.45,2,1.82,
01/08/2023,21:00,N,1.49,2.48,1.98,1.15,
01/08/2023,22:00,N,1.98,1.45,1.95,1.14,
01/08/2023,23:00,N,4.69,1.68,1.95,1.13,
01/08/2023,24:00,N,3.5,1.48,1.98,1.11,
01/09/2023,01:00,N,2.49,1.99,1.49,0.76,
01/09/2023,02:00,N,1.49,1.79,1.29,0.9,
01/09/2023,03:00,N,1.49,1.99,1.49,0.96,
01/09/2023,04:00,N,1.52,2,1.5,0.96,
01/09/2023,05:00,N,1.49,2.81,1.5,0.97,
01/09/2023,06:00,N,3.5,3.99,1.99,0.97,
01/09/2023,07:00,N,5,9.78,8.78,1.22,
01/09/2023,08:00,N,2.49,6,8,1.15,
01/09/2023,09:00,N,15.15,6.15,6.73,1.09,
01/09/2023,10:00,N,4.66,2.71,2,1.62,
01/09/2023,11:00,N,3.5,2.15,1.65,1.08,
01/09/2023,12:00,N,3.49,2.29,1.65,1.11,
01/09/2023,13:00,N,2.49,2.29,1.5,1.15,
01/09/2023,14:00,N,2.49,2.08,1.5,1.42,
01/09/2023,15:00,N,3.49,2.5,1.98,2.72,
01/09/2023,16:00,N,2.49,2.53,1.98,2.72,
01/09/2023,17:00,N,1.98,4.59,3,2.72,
01/09/2023,18:00,N,2.69,54,42.66,37.8,
01/09/2023,19:00,N,2,8.71,9.21,11.89,
01/09/2023,20:00,N,0.99,3.48,2.98,3.14,
01/09/2023,21:00,N,0.99,2.97,2.39,1.15,
01/09/2023,22:00,N,1.49,1.99,2.39,1.15,
01/09/2023,23:00,N,3.5,1.5,2,1.09,
01/09/2023,24:00,N,3.49,1.48,1.95,1.08,
01/10/2023,01:00,N,2.5,2,1.5,0.75,
01/10/2023,02:00,N,1.51,1.99,1.49,0.87,
01/10/2023,03:00,N,1.49,1.99,1.49,0.95,
01/10/2023,04:00,N,2.49,1.99,1.49,0.96,
01/10/2023,05:00,N,1.49,2.65,1.5,0.96,
01/10/2023,06:00,N,4.89,4.39,2,0.96,
01/10/2023,07:00,N,13.9,10.15,10.15,1.09,
01/10/2023,08:00,N,3.69,5.67,7.67,1.14,
01/10/2023,09:00,N,29.49,6.36,7.36,1.08,
01/10/2023,10:00,N,7.5,4.69,2.39,1.14,
01/10/2023,11:00,N,5.69,2.68,1.95,1.04,
01/10/2023,12:00,N,5,2.4,2,1.04,
01/10/2023,13:00,N,3.69,2.29,2,1.05,
01/10/2023,14:00,N,3.69,1.99,1.95,1.08,
01/10/2023,15:00,N,7.5,2.29,2.72,2.72,
01/10/2023,16:00,N,7.69,2.69,2.72,2.72,
01/10/2023,17:00,N,3.64,4.4,3.4,3.4,
01/10/2023,18:00,N,15.15,33.87,30.75,18.32,
01/10/2023,19:00,N,4.71,6.69,5.69,1.15,
01/10/2023,20:00,N,1.49,3.47,2,1.11,
01/10/2023,21:00,N,2.07,2.65,2.05,1.09,
01/10/2023,22:00,N,2.49,1.15,1.65,1.14,
01/10/2023,23:00,N,4.77,1.76,2,1.14,
01/10/2023,24:00,N,3.5,1.5,2,1.09,
01/11/2023,01:00,N,2.49,1.99,1.38,0.85,
01/11/2023,02:00,N,1.49,1.88,1.38,0.94,
01/11/2023,03:00,N,1.49,1.99,1.38,1.04,
01/11/2023,04:00,N,2.49,1.99,1.38,1.04,
01/11/2023,05:00,N,1.49,3.05,1.38,0.95,
01/11/2023,06:00,N,4.89,4.39,1.95,1.04,
01/11/2023,07:00,N,9.17,11.15,10.15,1.15,
01/11/2023,08:00,N,3.69,3.91,8.91,1.15,
01/11/2023,09:00,N,29.49,9,8,1.15,
01/11/2023,10:00,N,7.5,4.8,3,1.62,
01/11/2023,11:00,N,15.15,4.69,2.49,1.14,
01/11/2023,12:00,N,5,3.29,2.65,1.14,
01/11/2023,13:00,N,3.69,3.54,2.04,1.15,
01/11/2023,14:00,N,3.5,3.45,1.95,1.42,
01/11/2023,15:00,N,5.38,4.69,3.69,5,
01/11/2023,16:00,N,5.12,6.11,4.61,4.61,
01/11/2023,17:00,N,7.37,8.13,7.13,7.13,
01/11/2023,18:00,N,15.15,30.75,30.75,19.8,
01/11/2023,19:00,N,6.8,8.78,9.78,2.72,
01/11/2023,20:00,N,2.98,3.48,2.98,1.82,
01/11/2023,21:00,N,2.98,4.38,2.96,1.11,
01/11/2023,22:00,N,3.49,1.48,1.98,1.45,
01/11/2023,23:00,N,5.66,2.65,2.39,1.14,
01/11/2023,24:00,N,3.5,1.89,2.39,1.11,
01/12/2023,01:00,N,2.52,2.02,1.52,0.84,
01/12/2023,02:00,N,1.52,2,1.5,0.93,
01/12/2023,03:00,N,1.97,2.75,1.95,0.99,
01/12/2023,04:00,N,2.49,3.05,1.95,0.99,
01/12/2023,05:00,N,1.97,3.95,1.95,0.94,
01/12/2023,06:00,N,3.51,5.49,3,0.99,
01/12/2023,07:00,N,10,11.98,10.18,1.09,
01/12/2023,08:00,N,2.49,4.39,9.6,1.11,
01/12/2023,09:00,N,50,6.6,8,1.05,
01/12/2023,10:00,N,8.69,7.43,6,1.08,
01/12/2023,11:00,N,6.2,4.5,3,0.99,
01/12/2023,12:00,N,5.69,3.29,2.49,1,
01/12/2023,13:00,N,3.5,3.52,2.02,1.04,
01/12/2023,14:00,N,2.69,3.5,2,1.04,
01/12/2023,15:00,N,5.69,3.29,3.79,2.72,
01/12/2023,16:00,N,4.68,4.18,4.66,2.72,
01/12/2023,17:00,N,3.69,6.73,3.76,2.72,
01/12/2023,18:00,N,2.76,21.6,21.59,20.48,
01/12/2023,19:00,N,2.14,5.19,5.69,13.07,
01/12/2023,20:00,N,1.25,5.99,5.49,10,
01/12/2023,21:00,N,1.49,7.41,6.91,2.72,
01/12/2023,22:00,N,1.49,2.74,3.24,2.72,
01/12/2023,23:00,N,2.49,2.74,3.24,1.08,
01/12/2023,24:00,N,1.98,2.4,2.39,1,
01/13/2023,01:00,N,0.99,2.38,1.67,0.6,
01/13/2023,02:00,N,0.3,1.99,1.49,0.6,
01/13/2023,03:00,N,0.01,2.13,1.29,0.7,
01/13/2023,04:00,N,0.99,2.05,1.42,0.7,
01/13/2023,05:00,N,0.21,2.39,1.89,0.7,
01/13/2023,06:00,N,1.48,4.39,3.69,1.75,
01/13/2023,07:00,N,3.54,32.73,32.73,30.7,
01/13/2023,08:00,N,1.49,25.96,33,36.9,
01/13/2023,09:00,N,16,13,12.04,12.04,
01/13/2023,10:00,N,2.69,3.29,3,2.01,
01/13/2023,11:00,N,2.79,3.69,2,0.92,
01/13/2023,12:00,N,2.29,3.39,1.89,0.92,
01/13/2023,13:00,N,1.69,3.29,1.79,0.96,
01/13/2023,14:00,N,1.49,2.74,1.65,0.99,
01/13/2023,15:00,N,1.98,2.37,1.65,1.67,
01/13/2023,16:00,N,1.98,2.33,1.65,1.67,
01/13/2023,17:00,N,1.98,3.96,2.69,2.69,
01/13/2023,18:00,N,4.29,25.18,22.83,19.8,
01/13/2023,19:00,N,3.5,6.49,5.49,2.72,
01/13/2023,20:00,N,1.49,3.47,2.97,1.82,
01/13/2023,21:00,N,2.93,4.91,3,1.04,
01/13/2023,22:00,N,2.98,2.46,2.96,1.04,
01/13/2023,23:00,N,5,3.23,3.69,1,
01/13/2023,24:00,N,5.69,4.94,3.69,1,
01/14/2023,01:00,N,2.52,2.02,1.52,0.59,
01/14/2023,02:00,N,1.52,2,1.5,0.59,
01/14/2023,03:00,N,1.54,2.02,1.52,0.76,
01/14/2023,04:00,N,2.49,2.02,1.52,0.76,
01/14/2023,05:00,N,1.49,3.05,1.89,0.76,
01/14/2023,06:00,N,3.5,5.48,3.48,1.04,
01/14/2023,07:00,N,8.71,10.69,10.69,2.72,
01/14/2023,08:00,N,2.41,4.39,6,2,
01/14/2023,09:00,N,19.98,3,2,1.62,
01/14/2023,10:00,N,5.99,3.29,2,1.4,
01/14/2023,11:00,N,3.7,2.69,1.65,1.02,
01/14/2023,12:00,N,3.5,2.49,1.69,0.85,
01/14/2023,13:00,N,3.29,2.29,1.65,0.95,
01/14/2023,14:00,N,2.75,2.25,1.65,0.98,
01/14/2023,15:00,N,3.29,2.65,1.95,2.1,
01/14/2023,16:00,N,5.69,2.8,2,2.72,
01/14/2023,17:00,N,3.69,6.8,3,3,
01/14/2023,18:00,N,15,18.11,10,10,
01/14/2023,19:00,N,3.69,2,2.5,1.15,
01/14/2023,20:00,N,2.49,2.15,1.65,1.14,
01/14/2023,21:00,N,2.69,2.15,1.65,1.04,
01/14/2023,22:00,N,3.29,1.45,1.95,1.04,
01/14/2023,23:00,N,4.49,1.48,1.98,0.99,
01/14/2023,24:00,N,3.49,1.48,1.95,0.99,
01/15/2023,01:00,N,2.49,1.99,1.49,0.58,
01/15/2023,02:00,N,1.49,1.9,1.4,0.58,
01/15/2023,03:00,N,1.49,1.99,1.47,0.75,
01/15/2023,04:00,N,2.49,1.99,1.49,0.75,
01/15/2023,05:00,N,1.91,3.89,1.89,0.75,
01/15/2023,06:00,N,6.67,8.65,3.69,0.99,
01/15/2023,07:00,N,6.69,8.67,6.67,1.05,
01/15/2023,08:00,N,2.49,3.27,2.47,1.05,
01/15/2023,09:00,N,18.69,3,2,1.05,
01/15/2023,10:00,N,7.5,3.69,1.99,1.04,
01/15/2023,11:00,N,4.69,3.29,1.95,0.92,
01/15/2023,12:00,N,3.69,2.68,1.95,0.85,
01/15/2023,13:00,N,3.34,2.65,1.89,0.94,
01/15/2023,14:00,N,2.69,2.29,1.89,0.97,
01/15/2023,15:00,N,3.7,2.69,2.57,2.57,
01/15/2023,16:00,N,3.79,3.29,2.55,2.55,
01/15/2023,17:00,N,3.69,8.18,3.39,2.72,
01/15/2023,18:00,N,10.39,14.88,10.37,4.8,
01/15/2023,19:00,N,3.69,3,2,1.14,
01/15/2023,20:00,N,2.49,2.42,1.92,1.14,
01/15/2023,21:00,N,2.69,2.15,1.65,1.04,
01/15/2023,22:00,N,3.49,1.48,1.69,1.08,
01/15/2023,23:00,N,4.49,1.48,1.95,1.05,
01/15/2023,24:00,N,3.49,1.48,1.95,1.08,
01/16/2023,01:00,N,2.49,1.99,1.49,0.75,
01/16/2023,02:00,N,1.49,1.9,1.4,0.75,
01/16/2023,03:00,N,1.49,1.99,1.47,0.82,
01/16/2023,04:00,N,2.49,2,1.5,0.82,
01/16/2023,05:00,N,1.91,3.89,1.89,0.85,
01/16/2023,06:00,N,6.38,8.36,2.39,0.98,
01/16/2023,07:00,N,6.02,8,6,1.13,
01/16/2023,08:00,N,5,7,7.5,1.13,
01/16/2023,09:00,N,19.25,12.15,12.47,1.11,
01/16/2023,10:00,N,7.5,6,6,1.08,
01/16/2023,11:00,N,5.7,4.69,4.69,1.15,
01/16/2023,12:00,N,4.3,3.29,3.29,1.35,
01/16/2023,13:00,N,3.5,3,3,2.42,
01/16/2023,14:00,N,3.02,3,3,2.45,
01/16/2023,15:00,N,3.71,3.69,3.69,3.69,
01/16/2023,16:00,N,4.85,4.85,4.85,3.16,
01/16/2023,17:00,N,6.7,9.46,6.68,3.14,
01/16/2023,18:00,N,13.69,49.25,48.45,22.8,
01/16/2023,19:00,N,12.49,17.89,20.89,12.8,
01/16/2023,20:00,N,2.98,4.83,4.33,3.14,
01/16/2023,21:00,N,2.49,2.51,2.01,2.01,
01/16/2023,22:00,N,2.98,1.48,1.95,1.58,
01/16/2023,23:00,N,4.49,1.89,2.39,1.4,
01/16/2023,24:00,N,3.5,1.69,2.19,1.5,
01/17/2023,01:00,N,2.95,2.45,1.95,0.74,
01/17/2023,02:00,N,1.89,2.39,1.89,0.74,
01/17/2023,03:00,N,1.49,2.39,1.89,0.81,
01/17/2023,04:00,N,2,2.48,1.98,0.85,
01/17/2023,05:00,N,2.31,4.29,2.29,0.85,
01/17/2023,06:00,N,5,6,5.5,1.11,
01/17/2023,07:00,N,10,13.5,13.75,2.72,
01/17/2023,08:00,N,5,10.15,11.15,1.82,
01/17/2023,09:00,N,21.25,7.79,8,1.82,
01/17/2023,10:00,N,7.5,7.5,7.5,2,
01/17/2023,11:00,N,7.5,8.09,8.09,1.13,
01/17/2023,12:00,N,5.11,6.03,6.03,1.13,
01/17/2023,13:00,N,4.69,5.31,5.31,1.22,
01/17/2023,14:00,N,2.98,2.69,2.96,1.42,
01/17/2023,15:00,N,4.02,3.5,4,5,
01/17/2023,16:00,N,3.69,3.7,4.03,4.8,
01/17/2023,17:00,N,5.69,11.07,8.55,7.35,
01/17/2023,18:00,N,13.69,66.15,57.89,43,
01/17/2023,19:00,N,13.69,20.45,25,16.5,
01/17/2023,20:00,N,5,6.98,6.48,2.73,
01/17/2023,21:00,N,4.35,6.33,5.83,1.62,
01/17/2023,22:00,N,3.49,1.45,1.95,1.82,
01/17/2023,23:00,N,10.39,4.85,3.69,1.41,
01/17/2023,24:00,N,6.61,3.6,3,1.57,
01/18/2023,01:00,N,3.15,2.65,1.89,0.73,
01/18/2023,02:00,N,2.49,2,1.5,0.73,
01/18/2023,03:00,N,1.91,2.65,1.89,0.8,
01/18/2023,04:00,N,2.69,2.65,1.89,0.84,
01/18/2023,05:00,N,2.69,4.67,1.95,0.84,
01/18/2023,06:00,N,5,5.44,3.44,0.97,
01/18/2023,07:00,N,10.39,14.16,14.41,2,
01/18/2023,08:00,N,5.05,7,8,1.83,
01/18/2023,09:00,N,111.25,4.69,8.69,1.65,
01/18/2023,10:00,N,7.5,3.78,3.18,1.82,
01/18/2023,11:00,N,7.5,6.6,6,0.99,
01/18/2023,12:00,N,6.35,4.15,4.15,0.99,
01/18/2023,13:00,N,3.8,3.29,1.95,1.04,
01/18/2023,14:00,N,3.69,3.29,2.69,1.08,
01/18/2023,15:00,N,6.69,3.69,3.14,3.14,
01/18/2023,16:00,N,7.97,5.77,5.17,3,
01/18/2023,17:00,N,8.17,10.15,7.84,3,
01/18/2023,18:00,N,15,30.34,29.51,27.2,
01/18/2023,19:00,N,9.49,9.49,10.27,8.5,
01/18/2023,20:00,N,3.5,2.69,2.19,2.19,
01/18/2023,21:00,N,3.69,2.69,2.19,1.22,
01/18/2023,22:00,N,4.69,3.69,1.99,1.22,
01/18/2023,23:00,N,7,5.11,2.39,1.13,
01/18/2023,24:00,N,5.89,4.39,2.39,1.11,
01/19/2023,01:00,N,3.84,1.96,1.36,0.72,
01/19/2023,02:00,N,2.49,1.79,1.29,0.72,
01/19/2023,03:00,N,2.66,2.16,1.36,0.79,
01/19/2023,04:00,N,3.5,2.65,1.36,0.83,
01/19/2023,05:00,N,2.49,3.5,1.5,0.83,
01/19/2023,06:00,N,4.19,4.69,1.95,0.97,
01/19/2023,07:00,N,8.89,12.88,8,3.79,
01/19/2023,08:00,N,4.57,6.57,6.82,8.3,
01/19/2023,09:00,N,30.15,7.82,6.82,3.79,
01/19/2023,10:00,N,5.49,3.29,1.99,1.84,
01/19/2023,11:00,N,3.8,3.29,1.65,1,
01/19/2023,12:00,N,2.69,2.29,1.65,1,
01/19/2023,13:00,N,2.69,2.29,1.65,1,
01/19/2023,14:00,N,1.99,2.29,1.73,1.08,
01/19/2023,15:00,N,3.5,2.29,1.95,3.14,
01/19/2023,16:00,N,3.5,3.68,2.92,3,
01/19/2023,17:00,N,3.71,8.45,3.69,3.14,
01/19/2023,18:00,N,3.69,37.95,30.55,34.76,
01/19/2023,19:00,N,5.89,12.61,13.61,14.83,
01/19/2023,20:00,N,1.71,3.69,1.99,4.63,
01/19/2023,21:00,N,1.71,3.69,1.99,2.72,
01/19/2023,22:00,N,1.69,1.15,1.65,1.11,
01/19/2023,23:00,N,2.98,1.48,1.5,1,
01/19/2023,24:00,N,2.98,1.48,1.5,1,
01/20/2023,01:00,N,7.5,2.65,1.29,0.73,
01/20/2023,02:00,N,1.49,1.7,1.2,0.64,
01/20/2023,03:00,N,1.49,1.99,1.25,0.7,
01/20/2023,04:00,N,2.49,1.99,1.25,0.7,
01/20/2023,05:00,N,1.27,2.21,1.25,0.73,
01/20/2023,06:00,N,3.5,3.69,1.69,1,
01/20/2023,07:00,N,8.02,10,8,2.72,
01/20/2023,08:00,N,3.77,5.75,6,2.72,
01/20/2023,09:00,N,35,3.29,2.29,1.3,
01/20/2023,10:00,N,7.5,3.29,1.5,1.05,
01/20/2023,11:00,N,7.5,3.29,1.5,1,
01/20/2023,12:00,N,7.01,3.5,1.5,0.99,
01/20/2023,13:00,N,5.39,3.65,1.65,1,
01/20/2023,14:00,N,3.8,3.29,1.7,1,
01/20/2023,15:00,N,5.01,3.29,1.95,2.1,
01/20/2023,16:00,N,4.81,4.3,1.95,2.1,
01/20/2023,17:00,N,3.5,4.53,2.18,2.45,
01/20/2023,18:00,N,13.69,19.5,8.73,8.73,
01/20/2023,19:00,N,5.89,3.69,2.69,1.11,
01/20/2023,20:00,N,2.19,2.69,1.95,1.04,
01/20/2023,21:00,N,2.19,2.69,1.95,1.04,
