Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN,ECRS
03/10/2023,07:00,N,1.48,12.65,4.15,7.76,
03/10/2023,08:00,N,7,9.42,4.99,8.15,
03/10/2023,09:00,N,14.37,13.66,14.35,14.25,
03/10/2023,10:00,N,8.92,12.15,8,14.25,
03/10/2023,11:00,N,5.01,8.24,2.69,12.13,
03/10/2023,12:00,N,3,6.95,2.69,7.25,
03/10/2023,13:00,N,3.5,5.97,2.69,4.24,
03/10/2023,14:00,N,3,7.26,2.69,6.9,
03/10/2023,15:00,N,3,6.23,2.69,6.15,
03/10/2023,16:00,N,5.98,11.19,2.69,8.2,
03/10/2023,17:00,N,7.5,10.49,3.89,7.35,
03/10/2023,18:00,N,10.01,19.99,9.99,11.35,
03/10/2023,19:00,N,15.61,17.6,12.22,5.58,
03/10/2023,20:00,N,3.5,10.92,7.08,5.9,
03/10/2023,21:00,N,2.51,3.5,4,4.38,
03/10/2023,22:00,N,3,2.98,2.98,2.98,
03/10/2023,23:00,N,3.15,3.15,3.65,1.82,
03/10/2023,24:00,N,5.01,3.6,3,1.09,
03/11/2023,01:00,N,3.95,3.95,1.95,0.91,
03/11/2023,02:00,N,1.99,1.99,1.95,0.85,
03/11/2023,03:00,N,1.99,1.99,1.95,1.04,
03/11/2023,04:00,N,1.97,2.48,1.95,1.04,
03/11/2023,05:00,N,2.02,3.15,2,1.04,
03/11/2023,06:00,N,4.48,6,2.19,1.04,
03/11/2023,07:00,N,6.02,8,2.05,2.05,
03/11/2023,08:00,N,14.05,8.04,2.14,2.14,
03/11/2023,09:00,N,16.21,12.72,2.72,2.72,
03/11/2023,10:00,N,11.49,11.49,2.14,2.14,
03/11/2023,11:00,N,4.81,4.05,2,2.05,
03/11/2023,12:00,N,3.69,3.69,2,2.58,
03/11/2023,13:00,N,5.97,5.83,2.69,3.01,
03/11/2023,14:00,N,3,4.15,2.15,4.16,
03/11/2023,15:00,N,3,4.98,2.69,8.79,
03/11/2023,16:00,N,3.69,5.97,2.69,7.35,
03/11/2023,17:00,N,4.74,5.97,3.69,6.45,
03/11/2023,18:00,N,18.71,20.69,10.69,11.35,
03/11/2023,19:00,N,22.49,42.87,33.86,10.62,
03/11/2023,20:00,N,6.01,26.48,17.09,5.75,
03/11/2023,21:00,N,2.33,3.32,2.72,2.72,
03/11/2023,22:00,N,3,2.01,2,2,
03/11/2023,23:00,N,3.5,2.99,2.39,1.49,
03/11/2023,24:00,N,3.79,2.8,2,1.04,
03/12/2023,01:00,N,3.73,4.72,3,1.05,
03/12/2023,02:00,N,2.31,3,3,1.04,
03/12/2023,04:00,N,1.99,2.98,2.69,1.04,
03/12/2023,05:00,N,1.98,2.98,1.95,1.05,
03/12/2023,06:00,N,5.01,7,2.29,2.29,
03/12/2023,07:00,N,11.22,9.71,6.25,6.25,
03/12/2023,08:00,N,14.63,7.69,5.58,5.58,
03/12/2023,09:00,N,15.66,10.15,7.98,7.98,
03/12/2023,10:00,N,7,7.81,5.81,5.81,
03/12/2023,11:00,N,4.02,6.38,4,4,
03/12/2023,12:00,N,3.5,5.27,3.45,3.45,
03/12/2023,13:00,N,3,4.26,2.98,3.14,
03/12/2023,14:00,N,2.74,4.72,2.72,6.15,
03/12/2023,15:00,N,2.98,4.96,4,10.64,
03/12/2023,16:00,N,4.02,10.01,4,11.92,
03/12/2023,17:00,N,6.19,9.18,6.17,11.98,
03/12/2023,18:00,N,9.98,20.32,9.49,11.35,
03/12/2023,19:00,N,17.47,25.82,17.23,11.35,
03/12/2023,20:00,N,7.01,34.93,32.93,12.2,
03/12/2023,21:00,N,3,4.94,5.44,5.44,
03/12/2023,22:00,N,4.71,4.2,4,3.16,
03/12/2023,23:00,N,3.71,3.2,3.69,1.82,
03/12/2023,24:00,N,4.14,3.15,3,1.11,
03/13/2023,01:00,N,3.98,3.98,2.51,0.9,
03/13/2023,02:00,N,1.99,2.5,1.95,0.84,
03/13/2023,03:00,N,1.99,1.99,1.95,0.99,
03/13/2023,04:00,N,1.97,2.48,1.95,0.99,
03/13/2023,05:00,N,1.98,2.69,2.09,0.99,
03/13/2023,06:00,N,1.91,3.89,1.95,1.11,
03/13/2023,07:00,N,7,13.71,13.37,17.25,
03/13/2023,08:00,N,18.49,19.5,17.5,24,
03/13/2023,09:00,N,18.19,13.68,8,11.88,
03/13/2023,10:00,N,4.49,4.8,4,3.05,
03/13/2023,11:00,N,3.69,5.67,1.95,1.09,
03/13/2023,12:00,N,3.29,3.95,1.95,1.95,
03/13/2023,13:00,N,3.69,3.69,2.01,2.01,
03/13/2023,14:00,N,3,3.76,2.05,2.05,
03/13/2023,15:00,N,3,3.76,2.72,2.72,
03/13/2023,16:00,N,3.69,5.67,2.72,2.72,
03/13/2023,17:00,N,5.09,7.07,3.69,3,
03/13/2023,18:00,N,10,19.29,5,5,
03/13/2023,19:00,N,30.15,32.13,10.69,3,
03/13/2023,20:00,N,20.88,38.09,29.59,14.8,
03/13/2023,21:00,N,5.82,7.8,8.3,4.36,
03/13/2023,22:00,N,3.5,3.5,3.48,2.05,
03/13/2023,23:00,N,4.2,3.69,3.69,1.04,
03/13/2023,24:00,N,4.41,3.21,3,0.99,
03/14/2023,01:00,N,6.7,6.7,2.03,0.89,
03/14/2023,02:00,N,3,3.15,1.98,0.83,
03/14/2023,03:00,N,3,3.15,2,1,
03/14/2023,04:00,N,2.03,2.54,1.94,1,
03/14/2023,05:00,N,1.02,2.65,2,1,
03/14/2023,06:00,N,2.95,4.93,2.49,1.51,
03/14/2023,07:00,N,3.5,18.15,9.65,12.34,
03/14/2023,08:00,N,23.65,23.65,15.15,18.2,
03/14/2023,09:00,N,24.69,16.99,7.69,10.94,
03/14/2023,10:00,N,7,6.36,4,3.14,
03/14/2023,11:00,N,3.69,5.67,1.95,1.95,
03/14/2023,12:00,N,3.29,3.69,1.95,1.95,
03/14/2023,13:00,N,3.53,3.47,1.95,1.32,
03/14/2023,14:00,N,2.74,3.39,1.95,1.95,
03/14/2023,15:00,N,2.74,3.14,1.95,2.04,
03/14/2023,16:00,N,3.69,5.67,2.05,2.05,
03/14/2023,17:00,N,7.08,9.06,2.69,2.69,
03/14/2023,18:00,N,7.5,22.5,2.69,2.69,
03/14/2023,19:00,N,30.15,39.12,10,2.05,
03/14/2023,20:00,N,18.95,36.85,19,3,
03/14/2023,21:00,N,3.84,5.34,3.82,3,
03/14/2023,22:00,N,4.51,4,2,1.67,
03/14/2023,23:00,N,4.98,3.99,2.54,1,
03/14/2023,24:00,N,5,3.5,2,0.98,
03/15/2023,01:00,N,3.15,3.15,1.95,0.88,
03/15/2023,02:00,N,1.99,1.99,1.79,0.82,
03/15/2023,03:00,N,1.99,1.99,1.79,0.99,
03/15/2023,04:00,N,1.52,2.03,1.5,0.99,
03/15/2023,05:00,N,1.79,2.3,1.5,0.99,
03/15/2023,06:00,N,1.99,3.95,1.95,1.13,
03/15/2023,07:00,N,7,8.98,4.29,3.73,
03/15/2023,08:00,N,20.69,12.15,4.31,3.71,
03/15/2023,09:00,N,22.21,7.9,2.69,2.69,
03/15/2023,10:00,N,7.96,7.96,2.05,2.05,
03/15/2023,11:00,N,5.85,7.83,2,2.01,
03/15/2023,12:00,N,4.91,4.15,2.01,2.01,
03/15/2023,13:00,N,5.69,4.21,2,2.04,
03/15/2023,14:00,N,3.29,3.69,2,2.04,
03/15/2023,15:00,N,4.01,4.01,2.01,2.15,
03/15/2023,16:00,N,5.49,4.73,2.66,2.66,
03/15/2023,17:00,N,7.06,6.33,2.72,2.72,
03/15/2023,18:00,N,9.01,18.99,3,3,
03/15/2023,19:00,N,30.15,32.13,3.11,2.14,
03/15/2023,20:00,N,7,15.95,5.4,2.15,
03/15/2023,21:00,N,3.5,3.5,2.15,2.15,
03/15/2023,22:00,N,4.99,4,2,2,
03/15/2023,23:00,N,4.14,3.15,2,1.09,
03/15/2023,24:00,N,5.34,3.15,1.95,1.04,
03/16/2023,01:00,N,4.88,3.95,1.95,0.82,
03/16/2023,02:00,N,1.99,2.41,1.81,0.81,
03/16/2023,03:00,N,2.25,2.41,1.81,0.98,
03/16/2023,04:00,N,1.99,2.61,1.81,0.98,
03/16/2023,05:00,N,1.98,2.61,1.81,0.98,
03/16/2023,06:00,N,5.01,5.52,1.95,0.99,
03/16/2023,07:00,N,5.69,5.81,2.01,2.01,
03/16/2023,08:00,N,9.01,4.55,2.55,2.05,
03/16/2023,09:00,N,12.49,4.98,2.69,2.57,
03/16/2023,10:00,N,7.69,4.15,2.15,2,
03/16/2023,11:00,N,7,8.98,2,2,
03/16/2023,12:00,N,5.69,5.2,2.05,2.05,
03/16/2023,13:00,N,5.98,5.22,2.15,2.15,
03/16/2023,14:00,N,3.5,4.26,2.26,2.26,
03/16/2023,15:00,N,3.58,4.15,2.69,2.72,
03/16/2023,16:00,N,5.01,5.45,2.69,3.45,
03/16/2023,17:00,N,6.52,7.28,3.51,3.9,
03/16/2023,18:00,N,7.5,14.07,6.15,6.37,
03/16/2023,19:00,N,13.73,15.71,5.32,3.62,
03/16/2023,20:00,N,5.79,12.61,4.11,2.72,
03/16/2023,21:00,N,3,2.49,2,2.05,
03/16/2023,22:00,N,3,2.01,1.95,1.95,
03/16/2023,23:00,N,4.98,3.99,2,1.04,
03/16/2023,24:00,N,5.01,3.15,1.95,1,
03/17/2023,01:00,N,3.95,3.95,1.95,0.92,
03/17/2023,02:00,N,2.04,2.55,1.95,0.8,
03/17/2023,03:00,N,1.99,1.99,1.95,0.97,
03/17/2023,04:00,N,1.97,2.55,1.95,0.97,
03/17/2023,05:00,N,1.98,2.98,1.95,0.97,
03/17/2023,06:00,N,3,4.98,2.69,1.04,
03/17/2023,07:00,N,7,8.98,5.69,2.04,
03/17/2023,08:00,N,15.97,13.42,4.93,2.05,
03/17/2023,09:00,N,15.69,8.18,3,2.04,
03/17/2023,10:00,N,7,7,3,1.88,
03/17/2023,11:00,N,3.5,3.69,1.65,1.09,
03/17/2023,12:00,N,3.29,3.29,1.63,1.25,
03/17/2023,13:00,N,3.86,2.74,1.65,1.65,
03/17/2023,14:00,N,2.85,3.61,1.61,1.61,
03/17/2023,15:00,N,3,3.69,1.95,2.05,
03/17/2023,16:00,N,5.01,6.99,2,2.14,
03/17/2023,17:00,N,7.5,8.73,3.27,3.27,
03/17/2023,18:00,N,3.98,14.89,3.69,8.3,
03/17/2023,19:00,N,5.01,28.59,8.25,16.64,
03/17/2023,20:00,N,3,44.41,35.91,40.71,
03/17/2023,21:00,N,2.35,5.19,5.69,37.35,
03/17/2023,22:00,N,1.51,3.19,3.69,21.26,
03/17/2023,23:00,N,3,5.53,6.03,12.23,
03/17/2023,24:00,N,2.02,3.01,3.51,7.35,
03/18/2023,01:00,N,2.27,3.6,3,3.49,
03/18/2023,02:00,N,1.74,2.43,1.95,3.14,
03/18/2023,03:00,N,1.34,2.05,1.95,3.31,
03/18/2023,04:00,N,1.54,2.55,1.95,3.14,
03/18/2023,05:00,N,1.61,2.98,1.95,3.14,
03/18/2023,06:00,N,3.02,5.52,3,5.5,
03/18/2023,07:00,N,5.35,20.87,15.69,20.87,
03/18/2023,08:00,N,10.01,31.01,32.01,36.81,
03/18/2023,09:00,N,25.69,29.2,30.2,39.08,
03/18/2023,10:00,N,7.16,14.15,10.69,19.91,
03/18/2023,11:00,N,3.29,7.22,3.27,12.39,
03/18/2023,12:00,N,2.46,4.44,1.95,4.35,
03/18/2023,13:00,N,2.74,3.36,1.95,2.72,
03/18/2023,14:00,N,1.68,3.16,1.65,1.13,
03/18/2023,15:00,N,2.73,4.71,1.95,2.05,
03/18/2023,16:00,N,3,6.23,1.95,2.14,
03/18/2023,17:00,N,5.98,8.97,1.95,2.38,
03/18/2023,18:00,N,5.69,20.69,2.69,5.25,
03/18/2023,19:00,N,7.5,29.61,3.69,16.8,
03/18/2023,20:00,N,4.23,42.76,34.26,40.74,
03/18/2023,21:00,N,3.99,8.17,8.67,29.7,
03/18/2023,22:00,N,2.69,3.68,3.69,11.01,
03/18/2023,23:00,N,2.35,3.34,3.69,5.26,
03/18/2023,24:00,N,1.68,2.5,3,5.13,
03/19/2023,01:00,N,2.11,3.1,1.95,1.19,
03/19/2023,02:00,N,1.66,2.21,1.95,1.13,
03/19/2023,03:00,N,1.34,1.99,1.95,1.75,
03/19/2023,04:00,N,1.48,2.5,1.95,1.75,
03/19/2023,05:00,N,1.54,2.79,1.95,2.15,
03/19/2023,06:00,N,3,5.5,1.95,3.14,
03/19/2023,07:00,N,5.3,20.15,13.27,18.07,
03/19/2023,08:00,N,7.01,21.64,22.64,27.33,
03/19/2023,09:00,N,25,28,28.97,33.77,
03/19/2023,10:00,N,7,13.99,8,21.9,
03/19/2023,11:00,N,3.29,6.52,2.69,10.2,
03/19/2023,12:00,N,2.25,4.15,1.95,5.16,
03/19/2023,13:00,N,3,3.95,1.95,3.15,
03/19/2023,14:00,N,1.91,3.51,1.65,2.15,
03/19/2023,15:00,N,2.74,4.72,1.95,3,
03/19/2023,16:00,N,3.02,6.25,1.95,2.89,
03/19/2023,17:00,N,5.29,8,1.95,3,
03/19/2023,18:00,N,5.68,20.68,1.95,4.78,
03/19/2023,19:00,N,7.49,28.88,2.69,12.45,
03/19/2023,20:00,N,4.28,24.19,15.69,17.97,
03/19/2023,21:00,N,3.93,8.11,8.61,16.8,
03/19/2023,22:00,N,2.72,4.04,4.54,12.15,
03/19/2023,23:00,N,3.47,3.9,3.5,2,
03/19/2023,24:00,N,3.5,2.99,3,1.13,
03/20/2023,01:00,N,2.02,2.8,2,0.99,
03/20/2023,02:00,N,0.97,1.99,1.95,0.99,
03/20/2023,03:00,N,1.06,1.86,1.95,1.04,
03/20/2023,04:00,N,1.12,1.99,1.95,1.04,
03/20/2023,05:00,N,1.48,2.98,2.18,1,
03/20/2023,06:00,N,3.22,5.2,3.59,3.14,
03/20/2023,07:00,N,6.66,18.02,18.02,13.35,
03/20/2023,08:00,N,29.99,29.99,22.87,15.62,
03/20/2023,09:00,N,22.65,19.14,11.49,9.36,
03/20/2023,10:00,N,7.21,9.19,5.25,3.22,
03/20/2023,11:00,N,3.5,5.2,2.31,2.04,
03/20/2023,12:00,N,3.5,4.29,2.11,2.05,
03/20/2023,13:00,N,5.21,4.29,2.14,2.14,
03/20/2023,14:00,N,3.29,4.15,2.11,2.05,
03/20/2023,15:00,N,3.7,4.17,2.18,2.18,
03/20/2023,16:00,N,5.01,4.51,2.15,2.15,
03/20/2023,17:00,N,7.5,9.48,2.19,2.19,
03/20/2023,18:00,N,9.98,14.31,2.69,2.69,
03/20/2023,19:00,N,7.5,20.29,3,3,
03/20/2023,20:00,N,7.01,14.5,6,5,
03/20/2023,21:00,N,3,3.99,2.81,3.49,
03/20/2023,22:00,N,3.85,3.85,2.31,2.05,
03/20/2023,23:00,N,4.51,4,3.31,1.04,
03/20/2023,24:00,N,4.63,3.64,3.01,1.04,
03/21/2023,01:00,N,4.75,4,2.69,0.98,
03/21/2023,02:00,N,2.25,2.25,2.44,0.98,
03/21/2023,03:00,N,2.18,2.21,2.16,1.09,
03/21/2023,04:00,N,1.99,2.76,2.16,1.09,
03/21/2023,05:00,N,1.99,2.98,2.18,1.09,
03/21/2023,06:00,N,7,8.99,3,2.01,
03/21/2023,07:00,N,17.49,8.15,7.35,9.15,
03/21/2023,08:00,N,25.69,8.8,8,10.45,
03/21/2023,09:00,N,24.69,10.38,8,10.15,
03/21/2023,10:00,N,7.97,5.74,3.69,5.94,
03/21/2023,11:00,N,5.98,6.48,2.81,2.07,
03/21/2023,12:00,N,4.99,4.99,2.99,2.15,
03/21/2023,13:00,N,6.84,6.08,3,4.01,
03/21/2023,14:00,N,3.69,5.2,3.2,4.35,
03/21/2023,15:00,N,4.99,5.69,3.69,3.45,
03/21/2023,16:00,N,5.98,6.74,3,3.45,
03/21/2023,17:00,N,8.29,10.27,2.81,4.92,
03/21/2023,18:00,N,30.15,45.15,5,6.9,
03/21/2023,19:00,N,25.69,42.69,20.15,3,
03/21/2023,20:00,N,19.98,21.96,19.96,3,
03/21/2023,21:00,N,6.77,7.28,7.78,4.28,
03/21/2023,22:00,N,4.99,4,3.69,2.15,
03/21/2023,23:00,N,6.62,6.11,6.61,2.01,
03/21/2023,24:00,N,7,6.48,6.98,2,
03/22/2023,01:00,N,5,5,3,1.04,
03/22/2023,02:00,N,2.64,3.15,2.69,0.97,
03/22/2023,03:00,N,2.71,3.15,2.69,1.05,
03/22/2023,04:00,N,2.16,3.15,2.55,1.05,
03/22/2023,05:00,N,2.42,3.41,2.81,1.05,
03/22/2023,06:00,N,5,6.98,4.98,2.05,
03/22/2023,07:00,N,7,11.3,11.1,10.15,
03/22/2023,08:00,N,11.81,11.79,11.79,10,
03/22/2023,09:00,N,24.69,20.15,19.38,7.91,
03/22/2023,10:00,N,7,6.28,5.48,5,
03/22/2023,11:00,N,5.01,5.34,4.05,2.72,
03/22/2023,12:00,N,4.44,5.2,4.4,3.45,
03/22/2023,13:00,N,4.84,5.6,4.95,5.2,
03/22/2023,14:00,N,3,4.98,4.28,5.2,
03/22/2023,15:00,N,3.69,5.69,4.95,10,
03/22/2023,16:00,N,3.87,7.1,6.15,11.3,
03/22/2023,17:00,N,7.5,10.49,6.15,13.49,
03/22/2023,18:00,N,7.5,18.3,15.06,18.8,
03/22/2023,19:00,N,7.5,24.5,17.78,12.75,
03/22/2023,20:00,N,7,27.85,20.15,17.04,
03/22/2023,21:00,N,4.78,6.76,7.26,10,
03/22/2023,22:00,N,3,3.45,3,4.2,
03/22/2023,23:00,N,2.49,3,3,2.05,
03/22/2023,24:00,N,3,2.49,2.99,1.68,
03/23/2023,01:00,N,2.25,1.99,2.23,1,
03/23/2023,02:00,N,1.99,1.99,1.99,1,
03/23/2023,03:00,N,1.99,1.97,1.97,1.11,
03/23/2023,04:00,N,1.98,1.99,1.96,1.11,
03/23/2023,05:00,N,1.98,2.06,2,1.11,
03/23/2023,06:00,N,1.99,3.98,3,2.82,
03/23/2023,07:00,N,3.5,8.15,8,10.15,
03/23/2023,08:00,N,10.47,10.29,10.9,10.45,
03/23/2023,09:00,N,16.66,10.51,10.85,7.9,
03/23/2023,10:00,N,7,3.72,3.57,3,
03/23/2023,11:00,N,3.69,4.2,2.98,3,
03/23/2023,12:00,N,3.78,5.76,2.69,2.72,
03/23/2023,13:00,N,3.29,5.08,3.27,5.2,
03/23/2023,14:00,N,3,6.75,6.15,13,
03/23/2023,15:00,N,3.59,8.15,7.1,14.36,
03/23/2023,16:00,N,5.46,11.95,6.15,15.87,
03/23/2023,17:00,N,7.5,14.55,6.15,18.17,
03/23/2023,18:00,N,7.5,22.33,13.68,18.8,
03/23/2023,19:00,N,7.5,26.49,20.15,12.8,
03/23/2023,20:00,N,3.5,47.12,38.62,28.87,
03/23/2023,21:00,N,3.5,7.68,8.18,20.8,
03/23/2023,22:00,N,2.56,4.54,5.04,9.21,
03/23/2023,23:00,N,3,3.99,4.32,2.82,
03/23/2023,24:00,N,3,2.88,3.38,2.72,
03/24/2023,01:00,N,3,3.99,3,1.7,
03/24/2023,02:00,N,1.13,1.99,1.94,1.11,
03/24/2023,03:00,N,1.48,1.52,1.5,1.25,
03/24/2023,04:00,N,1.02,1.59,1.5,1.25,
03/24/2023,05:00,N,1.18,2.38,2.22,1.75,
03/24/2023,06:00,N,1.53,4.01,2.87,3.55,
03/24/2023,07:00,N,3,18.2,15.15,18.17,
03/24/2023,08:00,N,7.21,12.88,13.88,19,
03/24/2023,09:00,N,10.97,10.97,8.97,14.09,
03/24/2023,10:00,N,5.01,5.5,5.01,13.41,
03/24/2023,11:00,N,2.71,4.29,2.69,12.38,
03/24/2023,12:00,N,2.25,4.23,2,5.2,
03/24/2023,13:00,N,2.74,4,1.95,3.9,
03/24/2023,14:00,N,2.74,4.72,2.69,3.9,
03/24/2023,15:00,N,2.71,4.69,2.69,18.77,
03/24/2023,16:00,N,3.29,6.86,2.69,27.42,
03/24/2023,17:00,N,5.01,11.09,2.69,36.47,
03/24/2023,18:00,N,7.01,19.06,8.99,30.05,
03/24/2023,19:00,N,5.21,19.99,17.22,20.8,
03/24/2023,20:00,N,5.01,30.36,28.36,27.95,
03/24/2023,21:00,N,3.5,6.99,7.49,18.17,
03/24/2023,22:00,N,2.13,2.49,2.98,6.43,
03/24/2023,23:00,N,3,3.19,3.69,3.01,
03/24/2023,24:00,N,3.02,2.5,3,2.66,
03/25/2023,01:00,N,3.02,4.01,3,1.05,
03/25/2023,02:00,N,1.89,2.58,1.98,0.99,
03/25/2023,03:00,N,1.48,1.64,1.95,1.09,
03/25/2023,04:00,N,1.48,1.99,1.95,1.05,
03/25/2023,05:00,N,1.48,1.99,1.95,1.05,
03/25/2023,06:00,N,1.99,3.97,1.95,1.09,
03/25/2023,07:00,N,5.01,6.99,3.69,2.72,
03/25/2023,08:00,N,12.49,5.74,4.74,2.72,
03/25/2023,09:00,N,19,9.43,5,2.72,
03/25/2023,10:00,N,6.98,3.32,2,2.72,
03/25/2023,11:00,N,3.5,3.62,2,2.01,
03/25/2023,12:00,N,3,3.03,2,3,
03/25/2023,13:00,N,3.69,4.45,2.69,3.45,
03/25/2023,14:00,N,3,4.69,2.69,4.96,
03/25/2023,15:00,N,6.15,9.38,2.69,12.04,
03/25/2023,16:00,N,5.21,8.15,2.69,15.67,
03/25/2023,17:00,N,8,9.98,3.69,19.85,
03/25/2023,18:00,N,5.01,12.47,4.99,12.77,
03/25/2023,19:00,N,8.5,38.06,20.15,31.69,
03/25/2023,20:00,N,5.01,102.15,100.15,100.4,
03/25/2023,21:00,N,2.49,18.65,20.15,81.19,
03/25/2023,22:00,N,3,4.98,5.48,31.6,
03/25/2023,23:00,N,4.98,9.16,9.66,13.54,
03/25/2023,24:00,N,2.92,4.9,5.4,6.9,
03/26/2023,01:00,N,1.17,2.98,2.63,0.97,
03/26/2023,02:00,N,1.3,1.99,2,0.94,
03/26/2023,03:00,N,1,1.48,1.98,1.04,
03/26/2023,04:00,N,0.73,1.48,1.95,1.04,
03/26/2023,05:00,N,0.62,1.99,1.95,1.04,
03/26/2023,06:00,N,1.48,4,2,1.09,
03/26/2023,07:00,N,0.98,10.1,8.1,7.29,
03/26/2023,08:00,N,7.73,9.71,10.71,9.43,
03/26/2023,09:00,N,8.49,8.98,8,7.3,
03/26/2023,10:00,N,6.98,8.15,6.96,2.72,
03/26/2023,11:00,N,3.5,6.82,2.11,2.72,
03/26/2023,12:00,N,3.29,6.52,2.69,2.72,
03/26/2023,13:00,N,5,7.8,3.69,2.72,
03/26/2023,14:00,N,3.29,7.73,3.52,3.14,
03/26/2023,15:00,N,3.5,7.99,3.69,5.2,
03/26/2023,16:00,N,3.71,8.37,3.69,6.57,
03/26/2023,17:00,N,8,12.23,4.11,9.07,
03/26/2023,18:00,N,5.21,19.58,11.08,10.8,
03/26/2023,19:00,N,7.01,57.31,20.15,32.79,
03/26/2023,20:00,N,3.5,123.09,105.15,123.84,
03/26/2023,21:00,N,2.99,20.15,21.65,106.39,
03/26/2023,22:00,N,5.01,10.19,10.69,19.31,
03/26/2023,23:00,N,3,5.55,6.05,6.45,
03/26/2023,24:00,N,3.16,4.15,4.65,4.38,
03/27/2023,01:00,N,1.99,2.98,2.38,1.04,
03/27/2023,02:00,N,1.02,1.99,2,1.04,
03/27/2023,03:00,N,1.05,1.88,1.95,1.25,
03/27/2023,04:00,N,0.79,1.99,2,1.54,
03/27/2023,05:00,N,0.88,2.96,3,2.72,
03/27/2023,06:00,N,3,8.63,3,4.45,
03/27/2023,07:00,N,2.39,28.81,22,21.25,
03/27/2023,08:00,N,12.49,36.48,37.98,51.54,
03/27/2023,09:00,N,19.49,21.28,22.28,21.25,
03/27/2023,10:00,N,7.07,9.05,6.55,9.35,
03/27/2023,11:00,N,3.72,7.95,3.26,7.21,
03/27/2023,12:00,N,3,7.23,2.69,5.2,
03/27/2023,13:00,N,5.01,9.24,3.69,9.24,
03/27/2023,14:00,N,3,12,3.69,14.25,
03/27/2023,15:00,N,3.71,12.19,3.69,27.09,
03/27/2023,16:00,N,5.21,14.19,5.69,38.94,
03/27/2023,17:00,N,8,20.15,6.15,55.49,
03/27/2023,18:00,N,8,102.04,6.09,93.87,
03/27/2023,19:00,N,8.5,150.83,11.08,130.91,
03/27/2023,20:00,N,5.01,114.1,105.15,300.93,
03/27/2023,21:00,N,2.99,18.65,20.15,226.03,
03/27/2023,22:00,N,3,19.65,20.15,54.1,
03/27/2023,23:00,N,5.01,10.15,11.15,17.45,
03/27/2023,24:00,N,3.5,6.99,7.49,7.12,
03/28/2023,01:00,N,3,4.98,5.48,1.09,
03/28/2023,02:00,N,2.15,3.65,4.15,1.09,
03/28/2023,03:00,N,1.48,1.99,2.37,1.13,
03/28/2023,04:00,N,1.48,1.99,2,1.09,
03/28/2023,05:00,N,1.48,2.71,2.51,1.11,
03/28/2023,06:00,N,4.12,6.11,4.93,2.72,
03/28/2023,07:00,N,13.97,15.95,15.15,8.45,
03/28/2023,08:00,N,20.29,13.75,12.75,5.06,
03/28/2023,09:00,N,24.69,12.38,11.58,2.72,
03/28/2023,10:00,N,8.89,8.4,8,2.72,
03/28/2023,11:00,N,6.8,8.78,6.78,2.12,
03/28/2023,12:00,N,5.98,7.96,6.15,2.12,
03/28/2023,13:00,N,5.49,6.97,2.69,2.14,
03/28/2023,14:00,N,3.29,5.27,2.69,2.58,
03/28/2023,15:00,N,3.88,6.07,2.69,3.9,
03/28/2023,16:00,N,7.95,12.18,2.69,3.9,
03/28/2023,17:00,N,8,12.31,3.81,3.9,
03/28/2023,18:00,N,6.98,20.15,5.69,7.35,
03/28/2023,19:00,N,8.5,33.95,13.58,11.58,
03/28/2023,20:00,N,5.01,55.25,55.15,47.74,
03/28/2023,21:00,N,3,45.15,48.15,65.21,
03/28/2023,22:00,N,5.01,9.99,10.99,15.96,
03/28/2023,23:00,N,4.86,8.4,8.9,8.9,
03/28/2023,24:00,N,2.81,4.79,5.29,3.14,
03/29/2023,01:00,N,3,5.99,6.49,1.63,
03/29/2023,02:00,N,0.57,3.11,3.61,1.11,
03/29/2023,03:00,N,0.79,2.98,3.48,2.15,
03/29/2023,04:00,N,0.44,2.97,3.47,2.02,
03/29/2023,05:00,N,0.63,3,3.5,2.06,
03/29/2023,06:00,N,7.23,10.73,11.23,3.55,
03/29/2023,07:00,N,10.52,59.75,59.15,48.17,
03/29/2023,08:00,N,24.15,49.15,51.15,39.62,
03/29/2023,09:00,N,24.69,26.61,29.2,11.25,
03/29/2023,10:00,N,8,12.96,13.46,9.12,
03/29/2023,11:00,N,3.5,7.73,5.73,2.72,
03/29/2023,12:00,N,3.5,6.97,5.8,2.14,
03/29/2023,13:00,N,4.89,6.87,5.69,2.14,
03/29/2023,14:00,N,3,5.1,4.42,2.72,
03/29/2023,15:00,N,3.29,5.47,4.87,4.35,
03/29/2023,16:00,N,3.29,5.27,2.69,3.88,
03/29/2023,17:00,N,3.5,5.48,2.69,3.9,
03/29/2023,18:00,N,6.92,12.19,3.69,6.9,
03/29/2023,19:00,N,8.5,15.98,7.69,5.58,
03/29/2023,20:00,N,10.21,19.2,20.2,9.35,
03/29/2023,21:00,N,3,6.22,7.72,7.01,
03/29/2023,22:00,N,4.29,5.28,5.78,4.27,
03/29/2023,23:00,N,7.01,7.52,8.02,2.04,
03/29/2023,24:00,N,6.65,6.14,6.64,2.01,
03/30/2023,01:00,N,4.78,4.78,3.69,1.04,
03/30/2023,02:00,N,2.02,2.6,2,0.99,
03/30/2023,03:00,N,2.02,2.53,2,1.13,
03/30/2023,04:00,N,1.99,2.8,2,1.11,
03/30/2023,05:00,N,1.99,2.98,2,1.13,
